Brueckmuehl,A1,2264.39
Buhlsbach,A4,601.05
Gundremmingen,A3,1846.62
Mainau,A8,229.61
Birkenfeld,A1,2384.93
Weinstadt-Beutelsbach,A5,326.5
Lommatzsch OT Wuhnitz,A3,786.1
Poppenricht,A8,74.81
Burg Stargard,A1,1069.1
Frankenberg/Sachsen,A8,2141.48
Lindheim,A1,163.04
oldenburg,A3,1398.88
Lindhorst,A1,2513.82
Neustadt b.Coburg,A5,1223.15
Koerbecke,A7,2818.17
Birkenheide,A1,2263.51
Luettenmark,A6,385.24
Groshabersdorf,A4,1257.86
Werlitzsch,A5,773.63
Buttelstedt,A6,55.33
Eibelstadt,A2,781.82
Diepholz,A5,953.73
Vohburg an der Donau,A2,451.58
Hann. Muenden,A1,2890.31
Dummerstorf,A6,2952.78
Ruedenhausen,A2,2874.03
Riedbach,A1,747.78
Rottenburg,A2,2546.56
Meisen,A6,521.99
Festgelaende Insel,A1,687.59
Wilhermsdorf,A1,1214.43
Weisenseifen,A4,324.74
Muenchen - Trudering,A5,613.07
Burg,A4,1796.66
Langenau,A3,2753.39
Hatzenport,A3,2678.61
Leezen,A4,2709.69
Salzgitter,A5,668.39
Steinfeld,A5,2329.2
Beverungen,A2,2409.42
Dornum-Dornumergrode,A4,1277.03
Visselhoevede,A7,2963.87
Lochhof,A2,1798.05
Schoenboeken,A6,1089.22
Otterschuetz,A1,2859.6
Erharting,A6,401.11
Varel - Jethausermoor,A1,735.08
Eggenberg,A1,2895.19
Weiden i.d.OPf.,A5,1244.26
Oberjettingen,A2,1080.21
Battenberg,A2,86.24
Odenheim,A8,1195.35
Illmensee,A6,893.78
Aystetten,A1,2677.27
Papstdorf,A5,451.51
Schlieckau,A4,1769.91
Penig-Tauscha,A7,2058.32
Suelzbuehren,A8,2240.83
Wendorf,A5,1536.53
Itzehoe,A6,2455.48
Leibsch OT Damm,A2,2736.26
Bach,A7,2946.04
Hechendorf,A2,725.65
Pratteln,A1,1115.69
Titz,A8,1097.56
Braunschweig Gartenstadt,A4,1583.35
Theilheim,A5,2150.37
Husby,A3,711.78
Happurg,A2,511.9
Erfurt OT Urbich,A4,328.35
Rellingen,A3,1048.89
Blumenberg,A7,261.87
Kreuzstrase,A2,711.23
Baiersbronn,A8,527.66
Kronskamp,A1,278.1
Kraase,A8,1432.44
Geisa,A1,543.23
Barth,A6,233.24
Kasel-Golzig,A1,2120.82
Voigtsdorf,A7,169.1
Mannheim-Friesenheimer Insel,A7,589.58
Bad Windsheim,A2,889.08
Magdala,A8,486.33
Annaburg,A6,2101.14
Gaiberg,A4,416.95
Alt Duvenstedt,A7,1689.07
Oberscheidweiler,A5,2504.08
Brebel,A6,2468.68
Vetschau / Spreewald,A1,1387.41
Schaftlach,A8,865.61
Hindelang,A2,979.82
Eningen unter Achalm,A6,1247.17
Oberhausen-Osterfeld,A4,727.16
Waltrop,A4,2527.49
Stuttgart-Weilimdorf,A7,2350.26
Volzendorf,A5,1774.41
Delbrueck-Ostenland,A3,2723.92
Heiligenstadt i. OF.,A6,1428.93
Milzau,A7,460.69
Altenbeken-Buke,A4,2169
Roecken,A7,1942.16
Neumarkt i d OPf,A7,2268.37
Gersthofen,A1,2487.83
Lemgo,A2,2809.78
Kehl-Marlen,A2,2558.25
Korschenbroich,A5,2128.23
Wolfsdorf,A7,423.62
Sankt Andreasberg,A3,2817.51
Glaubitz,A6,2928.54
Lommatzsch OT Trogen,A6,1197.5
Singen-Friedingen,A8,2523.72
Lietzen,A6,2455.3
Syke,A5,671.11
Neustadt-Glewe,A7,2762.11
Schnellmannskreuth,A5,2105.73
Maulbronn,A7,663.07
Bad Wuennenberg,A1,1067.17
Wentorf,A4,1457.43
Dettmannsdorf,A1,186.97
Beckum-Roland,A6,1173.06
Havixbeck,A2,672.06
Remchingen-Singen,A3,2535.96
Regenstauf / Steinsberg,A3,2249.99
Wehrda,A6,2789.06
Altfeld,A5,999.51
Heiligenbronn,A2,2583.8
Wickers,A2,1894.44
Sennestadt,A6,2873.02
Erpolzheim,A8,2192.71
Kuenzing,A2,1110.8
Steinkirchen,A8,2238.79
Rabenstein/ Flaeming,A5,354.43
Wertach,A6,2951.91
Hellenthal,A4,2348.32
Nuremberg,A1,1228.38
Bosenbach,A5,884.01
Soven,A7,2312.94
Hornow-Wadelsdorf,A6,2720.11
Niederburghoff,A6,2028.69
Bodmann-Ludwigshafen,A5,75.9
Hopferau,A4,1409.61
Bad Muenstereifel,A7,2219.7
Hamburg-Moorfleet,A3,347.75
Wiefelstede / Metjendorf,A3,2410.95
Luetau,A3,2749.62
Meerbusch-Lank,A2,1844.56
Borkum,A1,1682.04
Laubsdorf,A1,2369.9
Niederkassel-Mondorf,A7,660.97
Rheine,A5,79.83
Geierhut,A2,270.34
Ebersbach,A7,2753.13
Hoechstenbach,A5,1796.6
Thuerk,A6,230.51
Meyerdamm,A8,2416.2
Zerkall,A1,623.44
Alsheim,A8,1045.04
Waldshut-Tiengen,A6,2477.63
Odenkirchen,A5,1149.08
Gollhofen,A5,2960.89
Guetlitz-Reetz,A8,552.08
Vetschau / Spreewald OT Fleisdorf,A8,688.53
Oehna,A7,2803.07
Wasbek,A8,802.75
Norderwoehrden,A6,2963.59
Dietzhoelztal,A4,62.16
Herne-Boernig,A5,2348.61
Laudenbach,A2,2062.92
Zahna,A1,2794.87
Grossostheim,A8,1744.25
Massing,A8,8.77
Stangendorf,A6,543.37
Saalburg,A3,175.12
Kuernbach,A1,1228.23
Langerwehe,A8,1875.17
Hoersingen,A6,281.06
Eschollbruecken,A3,2386.16
Ensingen,A8,1608.24
Bad Bibra,A2,788.23
Eutingen im Gaeu,A3,167.72
Murrhardt-Fornsbach,A5,1947.42
Bad Bodendorf,A2,2891.77
Langst-Kierst,A7,2282.38
Rettenschoess,A1,2490.57
Herzberg,A6,2225.59
Schliersee-Spitzingsee,A6,1585.12
Konken,A4,2163.93
Venusberg,A3,2470.36
Bad Liebenstein,A1,1507.38
Etterwinden,A5,2771.96
Luebbenau / Lehde,A3,2840.26
Volsemenhusen,A5,2477.05
Horst,A4,2595.18
Barntrup,A2,124.91
Lemkenhafen,A3,2006.79
Goeppingen-Jebenhausen,A3,946.06
Goeppingen-Jebenhausern,A1,434.32
Lengenfeld unterm Stein,A6,1830.38
Neukirchstockach,A8,1650.96
Wachenroth,A7,2722.85
Zeddenick,A5,2729.43
Altschweier,A3,191.72
Zeibruecken,A3,2406.1
Holthusen,A6,1791.81
Middelhagen,A3,2555.43
Klein Jasedow,A7,2084.25
Bogen - Furth,A4,1694.36
Dinklage,A7,2362.36
Lehnin,A6,163.44
Scharmassing,A5,2831.55
Rosdorf am Forst,A3,1950.76
Meinersen,A5,1731.6
Bartensleben,A8,1487.99
Goeppingen,A1,115.32
Christiansholm,A5,1861.1
Wendeburg,A4,814.95
Lengham,A4,826.58
 Bad Birnbach,A2,2700.24
Steinau an der Strase,A6,1024.24
Gros Oesingen,A6,1816.97
Unterpleichfeld,A7,1702.43
Spangenberg,A7,398.5
Schmalkalden OT Asbach,A5,1814.52
Rodewisch,A8,283.51
Kaltenberg,A6,1141.56
Wittenberger Passau,A4,797.37
Durach,A5,565.56
Sandau (Elbe),A5,2943.46
Teichwolframsdorf,A4,754.17
Matzlow,A8,1612.4
Eschershausen,A8,2781.18
Marienheide,A6,1921.64
Waldkappel,A7,115.29
Ruehstaedt,A4,1203.52
Steibis,A8,2636.79
Gros Lindow,A6,1574.38
Marina Wendtorf,A3,1145.48
Stegaurach,A1,2349.57
Moosbach,A7,139.84
Prosselsheim,A2,1718.59
Neermoor,A6,98.38
Rottach,A2,2169.1
Emsdetten,A4,2684.39
Melle - Neuenkirchen,A5,2676.15
Pfalzgrafenweiler,A3,2002.71
Varel,A3,240.19
Zusmarshausen,A6,2759.38
Heidingsfeld,A5,1239.36
Krummesse,A1,1207.15
Muehlberg/Elbe,A6,216.91
residential,A7,1697.83
Zwoenitz,A6,2809.77
Kirchberg / Jagst,A4,1162.85
Bautzen,A8,203.52
Dueren-Lendersdorf,A4,2789.28
Karsdorf,A4,1076.03
Luedersdorf,A8,90.17
Gros Niendorf,A1,2299.98
Elpersbuettel,A5,141.38
Essen in Oldenburg,A8,764.65
Paderborn-Schlos Neuhaus,A4,2037.48
Banzau,A5,2099.1
Rott (Westerwald),A3,2683.41
Hausen,A7,809.46
Hutzfeld,A7,2452.8
Loewenberger Land,A7,1521.53
Kagerhof,A7,1891.72
Bad Zwischenahn - Aschhausen,A6,2332.69
Hummeltal,A1,1931.54
Wendlingen am Neckar,A2,504.79
Nesmersiel,A8,945.53
Doebeln OT Technitz,A1,465.59
Liggersdorf,A1,1070.11
Wilhelmsdorf,A1,2346.99
Bad Kleinen,A6,2779.13
Epplings,A7,1885.77
Boesensell,A7,1682.46
Hartmannshof,A2,2484.86
Juedenstrase,A7,1166.72
Remscheid,A7,235.76
Feldkirchen,A3,1960.01
Tonna,A8,2627.75
Buchen-Hettigenbeuern,A2,808.11
Passau-Grubweg,A6,796.08
Jena-Goeschwitz,A8,95.39
Urmitz,A1,2311.86
Katemin,A7,840.77
Flehingen,A8,614.76
Echzell,A7,2868.83
Thuine,A5,285.41
Tangerhuette,A1,2846.85
Rechenberg-Bienenmuehle,A8,802.1
Bietigheim - Bissingen,A4,669.52
Kusey,A5,2554.95
Sandersdorf-Brehna,A3,710.98
Dischingen,A7,1453.25
Walkendorf,A8,711.9
Hungen,A8,1737.39
Sedlbrunn,A2,978.9
Schwabmuehlhausen,A2,283.58
Schoenau- Gebueg,A8,462.22
Northeim-Imbshausen,A2,1536.99
Gerzen,A2,2035.09
Perchting,A2,2046.05
Lichterfelde,A1,271.14
Wohra,A5,1653.15
Tuettendorf,A1,1026.7
Bad Neuenahr-Ahrweiler,A1,1055.86
Rotheshuette,A5,805.75
Eutingen,A1,2795.23
Marquartstein,A7,221.9
Ortrand,A7,462.49
Buch am Buchrain,A8,1387.01
Ammerbuch - Reusten,A1,2333.8
Hessen,A1,1981.15
Bad Rippoldsau-Schapbach,A8,2649.02
Plodda,A3,669.01
Neuenstadt/K.-Stein,A4,2039.07
Weilbach,A5,437.05
Schwalmtal-S,A2,1627.62
Guehlen-Glienicke,A8,114.47
Hilbersdorf,A7,641.28
Geunitz,A8,1336.62
Roebel Mueritz,A1,2083.63
Neuenkirchen,A3,2055.89
Krakow am See-OT Charlottenthal,A4,489.41
Mauloff,A6,1676.29
Burggrub,A7,2122.97
